id|startDate|endDate|addedDate|uuid|partialTime|team_id|deliverable_id|discipline_id
32033|1626393600000|1627689600000|1645042427807|04fdcdc7-3808-58c0-93a5-5f859138658e|1|116|1028|1392
32034|1626393600000|1627689600000|1645042427807|a68d515c-7966-5937-8dad-97a104632064|1|116|1028|1392
32035|1642291200000|1643587200000|1645042427807|25668543-5ee9-54c1-af2c-849d460970a1|1|116|1028|1392
32036|1609459200000|1610668800000|1645042427807|0d1cde60-0544-5532-833d-117ec2fa30a4|0|117|1028|1393
32037|1610928000000|1611878400000|1645042427807|de1dd6c6-6417-55a6-a8fa-5dd779de6b69|0|117|1028|1393
32038|1617235200000|1618531200000|1645042427807|a10ef088-fa5c-5fc3-8b71-3b1199027166|1|117|1028|1393
32039|1618790400000|1619740800000|1645042427807|c0fa82fe-f9c0-5374-b273-3ffbe18cb044|1|117|1028|1393
32040|1620000000000|1620950400000|1645042427807|672ef43e-84d7-598a-9212-cb8d78ba2255|1|117|1028|1393
32041|1621209600000|1622160000000|1645042427807|78faf0c3-114d-5fc6-845d-8ff0d5d406f3|1|117|1028|1393
32042|1622419200000|1623369600000|1645042427807|92923e37-f7fa-5cdb-8d3c-84d8dc540135|1|117|1028|1393
32043|1623628800000|1625011200000|1645042427807|2afc7b00-28d8-5a86-88ec-d37839be1efb|1|117|1028|1393
32044|1633046400000|1634256000000|1645042427807|2bbb9df5-bd0c-50e8-9d63-7dc943b62cb9|1|117|1028|1393
32045|1634515200000|1635465600000|1645042427807|ebec1822-0b20-5e0f-a691-ccc5dcc08807|0|117|1028|1393
32046|1635724800000|1636675200000|1645042427807|4e888815-9d83-500e-9a98-2413bb8a863a|0|117|1028|1393
32047|1641254400000|1642723200000|1645042427807|acd81b53-fd72-5ab2-a327-8117caf4857e|1|117|1028|1393
32048|1642809600000|1643932800000|1645042427807|30dde343-9704-551c-a7b1-5b428843a7c7|0|117|1028|1393
32049|1644019200000|1645142400000|1645042427807|ea1e4b83-5798-5afa-ae23-4b1164feb860|0|117|1028|1393
32050|1609891200000|1611705600000|1645042427807|8d4cbfd2-6cb9-583a-bc91-4c7eb612d5f2|1|118|1029|1394
32051|1609891200000|1611705600000|1645042427807|f41e856c-a7c3-5014-aec1-768a3600e963|1|118|1029|1394
32052|1609891200000|1611705600000|1645042427807|e85335fb-5fa3-5030-bb5c-c5fb1b6387e2|1|118|1029|1395
32053|1609891200000|1611705600000|1645042427807|22672964-6bf7-5bbb-836d-532a8043cb38|1|118|1029|1395
32054|1611792000000|1613520000000|1645042427807|1207c1cc-dc95-5f75-aedf-090936eca222|1|118|1029|1394
32055|1611792000000|1613520000000|1645042427807|307cd85c-3f6d-57cf-be13-f930fd979e68|1|118|1029|1395
32056|1611792000000|1613520000000|1645042427807|fa0acbe1-384d-58c5-bb08-70bc7443d58a|1|118|1029|1394
32057|1611792000000|1613520000000|1645042427807|000f6312-8873-599b-aaa4-7a774c83bf90|1|118|1029|1395
32058|1613606400000|1615334400000|1645042427807|9e6f2a31-d91f-50de-957a-0aade034c5d2|1|118|1029|1395
32059|1613606400000|1615334400000|1645042427807|092febdb-de8b-568a-804a-af568b2b6d4a|1|118|1029|1395
32060|1613606400000|1615334400000|1645042427807|010735e4-7176-5a8e-a9ee-2297caee4874|1|118|1029|1394
32061|1613606400000|1615334400000|1645042427807|87df74de-f7e4-56df-97ec-edc57f4b8574|1|118|1029|1394
32062|1615420800000|1617148800000|1645042427807|81673d1c-ce67-5e46-9f47-3022a2224075|1|118|1029|1395
32063|1615420800000|1617148800000|1645042427807|ee108b5f-befe-57e0-bd4a-47cbd3f037f4|1|118|1029|1394
32064|1615420800000|1617148800000|1645042427807|83470342-1f3c-5d8d-bc7d-6ebc65234d6c|1|118|1029|1394
32065|1615420800000|1617148800000|1645042427807|52712612-f3dc-5759-ada5-e2311c1c8a06|1|118|1029|1395
32066|1617235200000|1618963200000|1645042427807|d3bf7424-5bd6-5ee7-8be0-afc11a0f0916|1|118|1029|1395
32067|1617235200000|1618963200000|1645042427807|ed6cac97-b888-51d2-a1cc-c8069ede4fe1|1|118|1029|1394
32068|1617235200000|1618963200000|1645042427807|16d33de6-5ffe-50e1-9a75-8b1c52ea9ad4|1|118|1029|1395
32069|1617235200000|1618963200000|1645042427807|89edacd3-0952-52c4-a3c7-084c9e041687|1|118|1029|1394
32070|1617235200000|1618963200000|1645042427807|ae345bb6-d92c-567b-873b-843fcf4c0e0a|1|118|1029|1394
32071|1619049600000|1620777600000|1645042427807|abc351ef-b0c3-5fe1-bf75-3c0569c6ffdd|1|118|1029|1395
32072|1619049600000|1620777600000|1645042427807|dc46a5fc-e7e5-55fd-8a7b-d07e84047a80|1|118|1029|1394
32073|1619049600000|1620777600000|1645042427807|c434c785-3c8e-5d4a-93a5-61f4d7312add|1|118|1029|1394
32074|1619049600000|1620777600000|1645042427807|13bc525a-467b-5372-a4f8-d20f3c40c852|1|118|1029|1394
32075|1619049600000|1620777600000|1645042427807|0e90f290-aed8-54ef-ab43-8ced407ac763|1|118|1029|1395
32076|1620864000000|1622592000000|1645042427807|e6e38b9d-d908-58c3-aa15-83ea891ad1ad|1|118|1029|1395
32077|1620864000000|1622592000000|1645042427807|dbcc355f-ab97-5280-9808-4b1d6f8d8472|1|118|1029|1395
32078|1620864000000|1622592000000|1645042427807|91fd7476-5eb2-56ef-8ca7-b3d3d468c624|1|118|1029|1394
32079|1620864000000|1622592000000|1645042427807|611d381a-9897-52af-9e04-ff59da796d89|1|118|1029|1394
32080|1620864000000|1622592000000|1645042427807|ae44b4b0-6cde-5d71-8f26-d22502f89773|1|118|1029|1394
32081|1622678400000|1624406400000|1645042427807|9a53d206-c837-5a9e-9f3a-6a34420edcbe|1|118|1029|1394
